time/fps,time/episodes,rollout/exploration_rate,time/total_timesteps,train/learning_rate,train/loss,rollout/success_rate,train/n_updates,rollout/ep_rew_mean,rollout/ep_len_mean,time/time_elapsed
418,1000,0.9096511999999999,23776,0.001,1.8525557279586793,0.18,21770,-1107.4,22.58,56
396,2000,0.8288403999999999,45042,0.001,1.8682921409606934,0.17,43040,-876.94,20.15,113
386,3000,0.7546986000000001,64553,0.001,1.9729244470596314,0.19,62550,-761.24,19.14,167
388,4000,0.6865342000000001,82491,0.001,2.049653196334839,0.24,80490,-649.73,18.28,212
387,5000,0.6220938,99449,0.001,2.142717683315277,0.36,97440,-472.45,16.39,256
383,6000,0.5609442,115541,0.001,2.490482711791992,0.33,113540,-402.45,15.11,301
380,7000,0.5030512,130776,0.001,2.3816377401351927,0.42,128770,-332.94,14.56,343
383,8000,0.4477422000000001,145331,0.001,2.666407215595245,0.41,143330,-255.74,13.88,379
383,9000,0.3942382000000001,159411,0.001,2.6561746120452883,0.33,157410,-252.26,13.96,415
384,10000,0.3427102000000001,172971,0.001,2.5294469952583314,0.38,170970,-197.56,13.37,449
384,11000,0.29313920000000016,186016,0.001,2.5250469923019407,0.37,184010,-126.38,13.03,483
384,12000,0.2462586,198353,0.001,2.7292046785354613,0.4,196350,-83.45,12.06,515
384,13000,0.19992520000000003,210546,0.001,2.8267988681793215,0.39,208540,-63.86,11.62,547
383,14000,0.15452660000000007,222493,0.001,2.947956991195679,0.37,220490,-64.51,12.32,579
383,15000,0.11095200000000005,233960,0.001,2.8720665693283083,0.4,231950,-16.19,11.36,609
382,16000,0.06811459999999991,245233,0.001,3.195741391181946,0.43,243230,10.55,11.52,640
382,17000,0.05,256196,0.001,2.886932849884033,0.38,254190,26.98,11.06,670
381,18000,0.05,267275,0.001,3.0631479263305663,0.5,265270,31.23,10.94,700
380,19000,0.05,278261,0.001,3.2833176612854005,0.38,276260,22.57,10.88,730
380,20000,0.05,289139,0.001,3.050614762306213,0.47,287130,33.13,10.92,760
379,21000,0.05,300072,0.001,3.178669238090515,0.46,298070,25.09,10.91,791
378,22000,0.05,311035,0.001,3.1101035594940187,0.38,309030,18.8,11.06,821
378,23000,0.05,321964,0.001,3.3893030405044557,0.49,319960,37.31,10.92,851
377,24000,0.05,332900,0.001,3.106875252723694,0.47,330890,36.2,10.71,881
377,25000,0.05,343892,0.001,3.41332004070282,0.45,341890,27.34,11.18,911
377,26000,0.05,354803,0.001,2.917621612548828,0.44,352800,33.27,11.21,941
376,27000,0.05,365820,0.001,3.2209818840026854,0.56,363810,24.31,11.32,971
376,28000,0.05,376749,0.001,3.0781270265579224,0.38,374740,16.18,11.19,1001
375,29000,0.05,387944,0.001,3.1268300771713258,0.41,385940,22.26,11.16,1032
375,30000,0.05,398942,0.001,3.1201796531677246,0.44,396940,33.24,11.11,1063
374,31000,0.05,410085,0.001,3.018163633346558,0.44,408080,0.32,11.56,1093
374,32000,0.05,421197,0.001,2.987480878829956,0.42,419190,28.5,10.91,1124
374,33000,0.05,432296,0.001,3.112306261062622,0.42,430290,-48.73,11.56,1155
373,34000,0.05,443268,0.001,3.003731536865234,0.44,441260,26.7,10.86,1185
373,35000,0.05,454368,0.001,3.059836173057556,0.47,452360,24.98,11.04,1216
373,36000,0.05,465552,0.001,2.8503301620483397,0.39,463550,5.87,11.07,1246
373,37000,0.05,476794,0.001,3.1694820404052733,0.49,474790,35.18,10.72,1277
373,38000,0.05,487959,0.001,3.020483374595642,0.42,485950,12.08,10.86,1307
372,39000,0.05,499051,0.001,2.8726532459259033,0.31,497050,-16.92,11.69,1338
